"","YearRemodAdd","GrLivArea","TotRmsAbvGrd","SalePrice","GarageArea","YrSold","MoSold","TotalSF"
"1007",0.333,0.249,0.417,0.179,0.341,2007,0.182,0.261
"1125",0.7,0.216,0.417,0.179,0.276,2007,0.545,0.134
"1212",0.917,0.267,0.5,0.179,0.347,2010,0.455,0.173
"88",0.983,0.168,0.167,0.18,0.372,2009,0.455,0.132
"286",0.95,0.173,0.25,0.18,0.372,2007,0.455,0.135
"578",0.267,0.186,0.333,0.18,0.398,2006,0.364,0.188
"34",0.15,0.257,0.333,0.181,0.315,2010,0.273,0.242
"368",0.2,0.207,0.333,0.181,0.209,2008,1,0.192
"402",0.917,0.184,0.333,0.181,0.282,2006,0.545,0.2
"511",0.833,0.194,0.333,0.181,0.203,2009,0.455,0.178
"625",0.367,0.274,0.5,0.181,0.341,2006,0.909,0.192
"673",0.45,0.165,0.333,0.181,0.385,2006,0.455,0.182
"716",0.4,0.191,0.417,0.181,0.337,2009,0.636,0.182
"784",0.467,0.146,0.167,0.181,0.425,2009,0.545,0.164
"894",0.067,0.198,0.333,0.181,0.25,2008,0.455,0.213
"976",0.833,0.197,0.333,0.181,0.346,2006,0.273,0.151
"1013",0.767,0.22,0.417,0.181,0.127,2007,0.636,0.155
"1053",0.467,0.31,0.583,0.181,0.381,2007,0.455,0.215
"1194",0.817,0.168,0.25,0.181,0.283,2009,0.455,0.185
"1255",0.9,0.249,0.417,0.181,0.28,2008,0.545,0.181
"1372",0.767,0.25,0.5,0.181,0.266,2008,0.818,0.203
"143",0.033,0.198,0.333,0.182,0.508,2010,0.455,0.172
"311",0.733,0.22,0.333,0.182,0.296,2006,0.364,0.163
"831",0.117,0.199,0.333,0.182,0.323,2008,0.455,0.215
"295",0.05,0.247,0.417,0.183,0.295,2009,0.818,0.239
"467",0.333,0.178,0.25,0.183,0.371,2007,0.273,0.194
"660",0.817,0.217,0.417,0.183,0.339,2009,0.182,0.231
"834",0.233,0.223,0.333,0.183,0.333,2009,0.091,0.236
"220",0.933,0.172,0.25,0.184,0.309,2006,0.182,0.189
"975",0.717,0.317,0.5,0.184,0.375,2009,0.818,0.211
"1027",0.167,0.175,0.333,0.184,0.325,2010,0.273,0.193
"1380",0.95,0.2,0.417,0.184,0.282,2008,0.364,0.126
"405",0.767,0.233,0.417,0.185,0.263,2007,0.364,0.179
"669",0.617,0.208,0.333,0.185,0.406,2006,0.909,0.201
"992",0.6,0.265,0.5,0.185,0.299,2009,0.909,0.204
"1068",0.233,0.241,0.417,0.185,0.312,2008,0.455,0.18
"1191",0.417,0.243,0.417,0.185,0.956,2007,0.182,0.222
"1336",0.45,0.188,0.333,0.185,0.444,2009,0.273,0.206
"85",0.767,0.215,0.417,0.186,0.282,2009,0.364,0.133
"624",0.833,0.222,0.167,0.186,0.31,2007,0.455,0.169
"630",0.233,0.191,0.333,0.186,0.367,2008,0.455,0.198
"869",0,0.374,0.417,0.186,0.474,2006,0.364,0.169
"1135",0.783,0.239,0.417,0.186,0.324,2007,0.636,0.191
"1285",0.667,0.398,0.667,0.186,0.237,2010,0.182,0.255
"105",0,0.28,0.417,0.187,0.169,2007,0.455,0.221
"398",0.2,0.278,0.5,0.187,0.186,2007,0.545,0.205
"1248",0.433,0.132,0.333,0.187,0.626,2010,0.364,0.15
"42",0.15,0.187,0.25,0.188,0.217,2007,0.545,0.205
"562",0.417,0.199,0.333,0.188,0.295,2006,0.273,0.214
"574",0.833,0.206,0.5,0.188,0.282,2007,1,0.13
"855",0.4,0.272,0.333,0.188,0.32,2006,0.545,0.281
"923",0.933,0.185,0.333,0.188,0.28,2006,0.818,0.201
"1077",0.65,0.213,0.417,0.188,0.399,2006,0.273,0.169
"1098",0.6,0.142,0.25,0.188,0.325,2007,0.818,0.16
"1243",0.4,0.158,0.333,0.188,0.372,2010,0,0.166
"1356",0.7,0.299,0.5,0.188,0.343,2006,0.727,0.189
"138",0.65,0.306,0.583,0.189,0.54,2006,0.545,0.309
"796",0.517,0.232,0.417,0.189,0.336,2010,0.273,0.165
"846",0.517,0.258,0.333,0.189,0.431,2007,0,0.241
"1171",0.45,0.148,0.333,0.189,0.252,2008,0.545,0.165
"1352",0.2,0.26,0.5,0.189,0.346,2008,0.182,0.196
"202",0.45,0.178,0.333,0.19,0.334,2008,0.091,0.188
"954",0.317,0.308,0.417,0.19,0.374,2008,0.727,0.212
"1173",0.95,0.173,0.25,0.19,0.441,2008,0.182,0.135
"1252",0.883,0.202,0.333,0.19,0.337,2006,0.182,0.217
"57",0.833,0.265,0.417,0.191,0.339,2009,0.636,0.208
"178",0.133,0.299,0.5,0.191,0.318,2006,0.545,0.231
"371",0.833,0.251,0.417,0.191,0.324,2006,0,0.2
"444",0.95,0.174,0.333,0.191,0.457,2007,0.455,0.191
"493",0.933,0.211,0.5,0.191,0.303,2006,0.364,0.162
"756",0.817,0.214,0.333,0.191,0.31,2009,0.182,0.163
"892",0.467,0.254,0.417,0.191,0.31,2009,0.545,0.199
"187",0.683,0.166,0.333,0.192,0.35,2009,0.455,0.181
"253",0.9,0.246,0.333,0.192,0.367,2008,1,0.184
"357",0.7,0.157,0.333,0.192,0.282,2009,0.545,0.174
"671",0.917,0.215,0.417,0.192,0.381,2009,0.091,0.165
"683",0.783,0.18,0.333,0.192,0.304,2008,0.909,0.197
"972",0.9,0.243,0.333,0.192,0.334,2009,0.545,0.18
"1042",0.833,0.245,0.417,0.192,0.341,2008,0.545,0.184
"1168",0.833,0.252,0.417,0.192,0.333,2006,0.091,0.201
"87",0.917,0.231,0.333,0.193,0.282,2009,0.182,0.167
"136",0.333,0.254,0.417,0.193,0.374,2008,0.364,0.232
"858",0.75,0.216,0.333,0.193,0.242,2009,0.182,0.162
"910",0.917,0.217,0.5,0.193,0.275,2009,0.455,0.166
"915",0.983,0.168,0.167,0.193,0.372,2009,0.455,0.132
"994",0.933,0.22,0.333,0.193,0.398,2006,0.636,0.168
"1127",0.95,0.23,0.417,0.193,0.465,2009,0.455,0.227
"1192",0.833,0.209,0.25,0.193,0.347,2007,0.909,0.165
"1436",0.917,0.227,0.417,0.193,0.326,2008,0.545,0.221
"843",0.267,0.157,0.333,0.194,0.346,2008,0.364,0.171
"1148",0,0.232,0.417,0.194,0.165,2009,0.545,0.169
"266",0.517,0.205,0.417,0.195,0.406,2008,0.455,0.22
"299",0.3,0.265,0.417,0.195,0.38,2007,0.455,0.185
"430",0.633,0.203,0.333,0.195,0.406,2009,0.182,0.216
"456",0.383,0.171,0.333,0.195,0.372,2007,0.727,0.188
"488",0.35,0.217,0.417,0.195,0.343,2007,0.091,0.231
"531",0.65,0.221,0.25,0.195,0.423,2008,0.636,0.231
"559",0.783,0.209,0.333,0.195,0.286,2008,0.636,0.161
"744",0.817,0.213,0.333,0.195,0.339,2009,0.818,0.145
"800",0,0.27,0.417,0.195,0.169,2007,0.455,0.19
"926",0.45,0.149,0.333,0.195,0.381,2008,0.182,0.168
"1237",0.883,0.243,0.333,0.195,0.334,2010,0.455,0.18
"1456",0.833,0.247,0.417,0.195,0.324,2007,0.636,0.198
"116",0.817,0.212,0.25,0.196,0.31,2007,0.455,0.162
"261",0.2,0.197,0.333,0.196,0.623,2009,0.364,0.211
"526",0.917,0.176,0.333,0.196,0.319,2006,0.273,0.192
"696",0.617,0.151,0.25,0.196,0.389,2006,0.545,0.168
"781",0.767,0.173,0.333,0.196,0.283,2007,0.455,0.189
"782",0.7,0.239,0.417,0.196,0.341,2006,0.545,0.178
"928",0.3,0.31,0.583,0.196,0.343,2008,0.273,0.217
"1021",0.917,0.15,0.25,0.196,0.318,2008,0.455,0.169
"1196",0.917,0.211,0.5,0.196,0.282,2008,0.545,0.162
"1416",0.95,0.233,0.417,0.196,0.465,2009,0.364,0.23
"51",0.783,0.214,0.333,0.197,0.274,2007,0.545,0.169
"181",0.833,0.224,0.25,0.197,0.31,2007,0.455,0.171
"408",0.433,0.254,0.5,0.197,0.217,2008,0.182,0.191
"920",0.867,0.203,0.333,0.197,0.424,2008,0.364,0.198
"1051",0.95,0.182,0.333,0.197,0.307,2007,0.636,0.199
"1096",0.933,0.185,0.333,0.197,0.31,2007,0.182,0.201
"1274",0.933,0.193,0.25,0.197,0.22,2008,0.364,0.179
"1330",0.8,0.245,0.5,0.197,0.326,2006,0.455,0.196
"1344",0,0.297,0.583,0.197,0.241,2009,0.182,0.217
"356",0.75,0.163,0.333,0.198,0.367,2007,0.636,0.181
"1302",0,0.219,0.417,0.198,0.15,2009,0.909,0.169
"1359",0.833,0.233,0.25,0.198,0.31,2010,0.455,0.175
"102",0.583,0.263,0.417,0.199,0.336,2010,0.455,0.187
"315",0.667,0.246,0.333,0.199,0.385,2006,0.636,0.178
"535",0.9,0.203,0.333,0.199,0.284,2006,0.818,0.157
"883",0.717,0.237,0.417,0.199,0.274,2009,1,0.181
"981",0.95,0.125,0.333,0.199,0.415,2008,0.545,0.141
"1067",0.733,0.233,0.417,0.199,0.268,2009,0.364,0.178
"1199",0.85,0.165,0.333,0.199,0.404,2009,0.455,0.183
"1246",0.883,0.289,0.417,0.199,0.336,2007,0,0.186
"285",0.7,0.234,0.25,0.2,0.373,2007,0.545,0.247
"380",0.833,0.276,0.417,0.2,0.327,2009,0.455,0.214
"466",0.9,0.203,0.333,0.2,0.281,2006,0.364,0.215
"739",0.633,0.163,0.25,0.2,0,2009,0.182,0.181
"743",0.85,0.191,0.333,0.2,0.38,2007,1,0.207
"966",0.95,0.217,0.5,0.2,0.277,2007,0.545,0.169
"1310",0.683,0.181,0.333,0.2,0.35,2008,0.455,0.196
"33",0.95,0.17,0.417,0.201,0.341,2008,0,0.187
"67",0.65,0.353,0.417,0.201,0.406,2010,0.545,0.335
"112",0.833,0.206,0.417,0.201,0.282,2010,0.273,0.13
"121",0.317,0.123,0.167,0.201,0.381,2006,0.818,0.139
"135",0.717,0.261,0.417,0.201,0.31,2006,0.545,0.249
"223",0.417,0.229,0.333,0.201,0.306,2006,0.091,0.169
"249",0.883,0.251,0.5,0.201,0.353,2007,0.727,0.19
"268",0.783,0.35,0.5,0.201,0.169,2008,0.545,0.189
"545",0.933,0.219,0.417,0.201,0.3,2006,0.727,0.159
"709",0.95,0.211,0.5,0.201,0.282,2007,0.545,0.162
"745",0.717,0.189,0.25,0.201,0.326,2008,0.818,0.205
"759",0.817,0.22,0.333,0.201,0.31,2008,0.636,0.167
"903",0.883,0.221,0.5,0.201,0.277,2006,0.545,0.171
"1056",0.433,0.224,0.417,0.201,0.337,2008,0.364,0.209
"1107",0.683,0.209,0.333,0.201,0.507,2007,0.364,0.177
"1147",0.583,0.182,0.25,0.201,0.284,2006,0.364,0.198
"1157",0.817,0.175,0.333,0.201,0.354,2008,0.818,0.188
"1282",0.667,0.189,0.333,0.201,0.341,2006,0.545,0.203
"1421",0.3,0.204,0.417,0.201,0.547,2006,0.364,0.157
"1445",0.9,0.205,0.417,0.201,0.441,2007,0.909,0.22
"56",0.233,0.206,0.417,0.202,0.406,2008,0.545,0.22
"206",0.667,0.209,0.25,0.202,0.353,2009,0.364,0.222
"1264",0,0.281,0.5,0.202,0.367,2007,0.545,0.197
"1291",0.233,0.154,0.333,0.202,0.341,2010,0.273,0.173
"125",0.8,0.236,0.417,0.203,0.307,2009,0,0.229
"416",0.95,0.19,0.333,0.203,0.279,2007,0.636,0.205
"434",0.8,0.239,0.417,0.203,0.331,2008,0.545,0.192
"811",0.817,0.184,0.25,0.203,0.341,2006,0,0.176
"1005",0.933,0.22,0.417,0.203,0.322,2009,0.364,0.22
"1109",0.833,0.255,0.417,0.203,0.327,2007,0.909,0.2
"1261",0.817,0.253,0.417,0.203,0.354,2009,0.455,0.191
"1265",0.817,0.189,0.25,0.203,0.36,2008,0.636,0.211
"2",0.433,0.175,0.333,0.204,0.324,2007,0.364,0.192
"581",0.617,0.206,0.417,0.204,0.403,2007,0.455,0.196
"974",0.967,0.206,0.333,0.204,0.339,2008,1,0.221
"169",0.9,0.261,0.417,0.206,0.31,2007,0.364,0.195
"617",0.883,0.221,0.417,0.206,0.277,2006,0.455,0.171
"821",0.883,0.246,0.333,0.206,0.42,2008,0.455,0.184
"1430",0.517,0.208,0.417,0.206,0.329,2007,0.273,0.223
"175",0.6,0.248,0.417,0.207,0.434,2008,0.909,0.256
"192",0.9,0.216,0.417,0.207,0.341,2007,0.455,0.164
"498",0,0.28,0.5,0.207,0.169,2008,0.455,0.22
"1117",0.867,0.204,0.417,0.207,0.372,2009,0.182,0.131
"1225",0.917,0.218,0.5,0.207,0.274,2008,0.091,0.17
"1266",0.817,0.211,0.333,0.207,0.357,2006,0.182,0.158
"73",0.8,0.261,0.417,0.208,0.301,2009,1,0.194
"96",0.717,0.214,0.333,0.208,0.296,2009,0.273,0.159
"267",0.783,0.222,0.5,0.208,0.291,2006,0.455,0.173
"282",0.933,0.175,0.25,0.208,0.403,2006,0.364,0.192
"524",0.967,0.818,0.75,0.208,0.623,2007,0.818,0.655
"564",0,0.252,0.5,0.208,0.279,2008,0.545,0.219
"829",0.283,0.338,0.417,0.208,0.379,2009,0.455,0.246
"937",0.883,0.163,0.25,0.208,0.391,2009,0.636,0.179
"959",0.883,0.189,0.333,0.208,0.374,2007,0.818,0.205
"998",0.333,0.209,0.333,0.208,0.434,2009,0.091,0.223
"1160",0.4,0.291,0.5,0.208,0.381,2008,0.545,0.214
"1455",0.917,0.167,0.333,0.208,0.282,2009,0.818,0.185
"237",0.9,0.203,0.333,0.209,0.348,2010,0.364,0.218
"1272",0.3,0.218,0.417,0.209,0.326,2009,0.636,0.232
"212",0.983,0.165,0.333,0.21,0.324,2010,0.182,0.183
"591",0.9,0.235,0.333,0.21,0.367,2008,0.727,0.177
"1057",0.917,0.194,0.333,0.21,0.341,2006,0.455,0.21
"470",0.717,0.259,0.417,0.211,0.357,2008,0.455,0.193
"783",0.867,0.206,0.333,0.211,0.427,2009,0.455,0.22
"850",0.733,0.287,0.417,0.211,0.361,2007,0.636,0.179
"993",0.717,0.286,0.417,0.211,0.31,2007,0.545,0.205
"1185",0.217,0.233,0.25,0.211,0.702,2007,0.364,0.246
"1247",0.933,0.23,0.333,0.211,0.434,2006,0.182,0.173
"1434",0.833,0.275,0.5,0.211,0.318,2008,0.364,0.21
"320",0.5,0.214,0.333,0.212,0.415,2009,0.455,0.22
"382",0.933,0.182,0.25,0.212,0.403,2006,0.636,0.198
"732",0.883,0.153,0.333,0.212,0.309,2007,0.364,0.147
"790",0.95,0.33,0.583,0.212,0.313,2007,0.545,0.226
"882",0.683,0.261,0.417,0.212,0.282,2007,0.273,0.222
"1018",0.567,0.193,0.167,0.212,0.398,2009,0.636,0.197
"1085",0.767,0.219,0.333,0.212,0.288,2006,0.545,0.162
"316",0.917,0.207,0.333,0.213,0.305,2009,0.545,0.159
"455",0.433,0.263,0.5,0.213,0.395,2006,0.545,0.273
"537",0.817,0.262,0.5,0.213,0.372,2008,0.545,0.199
"1111",0.767,0.249,0.5,0.213,0.304,2008,0.455,0.184
"464",0.75,0.25,0.333,0.214,0.169,2008,0.636,0.179
"713",0.65,0.168,0.25,0.214,0.333,2008,0.818,0.186
"803",0.917,0.211,0.417,0.214,0.289,2008,0.818,0.162
"828",0.85,0.207,0.333,0.214,0.372,2009,0.273,0.224
"1190",0.817,0.277,0.417,0.214,0.312,2010,0.455,0.216
"1211",0.7,0.285,0.5,0.214,0.326,2010,0.364,0.225
"1361",0.8,0.427,0.5,0.214,0.438,2008,0.364,0.252
"110",0.45,0.284,0.417,0.215,0.385,2010,0,0.294
"153",0.35,0.313,0.5,0.215,0.349,2006,0.455,0.218
"167",0.717,0.289,0.417,0.215,0.214,2009,0.909,0.276
"352",0.6,0.211,0.333,0.215,0.314,2006,1,0.225
"365",0.433,0.234,0.333,0.215,0.399,2006,0.545,0.178
"447",0.867,0.293,0.333,0.215,0.408,2010,0.455,0.269
"472",0.45,0.308,0.5,0.215,0.377,2007,0.909,0.214
"740",0.9,0.263,0.417,0.215,0.403,2009,0.273,0.198
"861",0.8,0.206,0.417,0.215,0.152,2007,0.455,0.176
"934",0.9,0.22,0.333,0.215,0.402,2009,0.636,0.233
"1231",0.45,0.431,0.833,0.215,0.423,2007,0.636,0.319
"1259",0.917,0.157,0.25,0.215,0.282,2008,0.545,0.148
"1288",0.233,0.235,0.417,0.215,0.275,2006,0.455,0.252
"1323",0.7,0.299,0.5,0.215,0.398,2010,0.455,0.205
"389",0.833,0.216,0.333,0.217,0.407,2008,0.545,0.229
"653",0.767,0.26,0.417,0.217,0.361,2009,0.545,0.198
"1024",0.933,0.22,0.417,0.217,0.308,2008,0.364,0.22
"1441",0.733,0.418,0.75,0.217,0.474,2008,0.727,0.212
"193",0.817,0.207,0.333,0.218,0.47,2009,0.727,0.221
"280",0.45,0.318,0.5,0.218,0.356,2008,0.182,0.249
"335",0.8,0.246,0.417,0.218,0.333,2008,0.545,0.197
"386",0.917,0.176,0.333,0.218,0.303,2010,0.273,0.192
"1083",0.867,0.212,0.333,0.218,0.372,2007,0.727,0.226
"1431",0.917,0.283,0.417,0.218,0.262,2006,0.545,0.196
"230",0.933,0.23,0.417,0.219,0.303,2009,0.364,0.227
"949",0.867,0.272,0.417,0.219,0.334,2006,0.091,0.208
"81",0.3,0.341,0.5,0.22,0.359,2009,0.455,0.237
"668",0.8,0.253,0.417,0.22,0.406,2008,0.818,0.241
"924",0.733,0.242,0.25,0.22,0.376,2008,0.545,0.253
"1367",0.817,0.274,0.417,0.22,0.415,2008,0.455,0.204
"1402",0.9,0.237,0.5,0.22,0.281,2008,0.273,0.184
"598",0.95,0.201,0.417,0.221,0.457,2007,0.091,0.204
"1022",0.933,0.167,0.333,0.221,0.446,2006,0.545,0.183
"1075",0.933,0.171,0.25,0.221,0.583,2007,0.364,0.188
"1165",0.467,0.207,0.25,0.221,0.415,2007,0.455,0.215
"1403",0.933,0.181,0.333,0.221,0.467,2006,0.545,0.197
"238",0.883,0.266,0.417,0.222,0.322,2010,0.091,0.211
"690",0.933,0.194,0.333,0.222,0.324,2007,0.455,0.209
"728",0.95,0.169,0.333,0.222,0.446,2009,0.091,0.187
"795",0.767,0.294,0.417,0.222,0.288,2008,0.818,0.199
"989",0.433,0.32,0.5,0.222,0.389,2007,0.455,0.223
"1189",0.867,0.25,0.417,0.222,0.348,2009,0.545,0.189
"1238",0.917,0.304,0.5,0.222,0.306,2006,0.727,0.216
"429",0.95,0.165,0.333,0.223,0.443,2007,0.727,0.182
"58",0.9,0.261,0.417,0.224,0.398,2006,0.636,0.197
"700",0.9,0.199,0.25,0.224,0.374,2008,0.545,0.214
"767",0.633,0.26,0.417,0.224,0.35,2010,0.182,0.207
"1043",0.917,0.183,0.25,0.224,0.44,2009,0.636,0.2
"1139",0.45,0.232,0.25,0.224,0.504,2009,0.364,0.245
"990",0.933,0.234,0.333,0.225,0.433,2006,0.636,0.176
"1032",0.333,0.518,0.833,0.225,0.474,2009,0.636,0.278
"1090",0.917,0.172,0.167,0.225,0.388,2006,0.273,0.189
"1440",0.483,0.262,0.333,0.225,0.388,2007,0.909,0.169
"661",0.433,0.302,0.417,0.226,0.388,2007,0.909,0.21
"950",0.933,0.197,0.25,0.226,0.477,2010,0.182,0.193
"1142",0.433,0.289,0.583,0.226,0.341,2009,0.818,0.203
"1202",0.8,0.272,0.333,0.226,0.385,2009,0.182,0.202
"1278",0.433,0.262,0.417,0.226,0.339,2009,0.455,0.269
"363",0.883,0.299,0.417,0.227,0.474,2009,0.545,0.139
"104",0.983,0.168,0.333,0.228,0.522,2010,0.364,0.185
"8",0.383,0.331,0.417,0.229,0.341,2009,0.909,0.251
"182",0,0.277,0.583,0.229,0.152,2006,0.545,0.198
"184",0.883,0.329,0.333,0.229,0.341,2008,0.455,0.272
"222",0.867,0.364,0.5,0.229,0.275,2009,1,0.258
"448",0.817,0.292,0.667,0.229,0.304,2006,0.545,0.217
"636",0.75,0.577,1,0.229,0,2007,0.182,0.349
"801",0.783,0.255,0.5,0.229,0.425,2008,0.364,0.173
"978",0.95,0.171,0.167,0.229,0.401,2007,0.909,0.188
"1052",0.95,0.185,0.333,0.229,0.31,2007,0.818,0.201
"1208",0.883,0.257,0.417,0.229,0.384,2006,0.364,0.267
"1339",0.867,0.288,0.5,0.229,0.347,2006,0.455,0.214
"1351",0.317,0.433,0.833,0.229,0.683,2009,0.636,0.311
"530",0.417,0.411,0.583,0.23,0.341,2007,0.182,0.369
"872",0.8,0.254,0.417,0.23,0.369,2010,0.455,0.188
"1174",0.733,0.518,0.833,0.23,0,2007,0.182,0.339
"277",0.883,0.231,0.417,0.231,0.404,2010,0.273,0.244
"921",0.733,0.261,0.417,0.231,0.332,2007,0.545,0.203
"931",0.95,0.213,0.417,0.231,0.43,2009,0.545,0.228
"1155",0.633,0.28,0.5,0.232,0.347,2008,0.364,0.206
"63",0.933,0.195,0.333,0.233,0.341,2007,0.818,0.211
"339",0.8,0.242,0.5,0.233,0.31,2006,0.364,0.219
"341",0.867,0.297,0.583,0.233,0.304,2010,0.273,0.223
"512",0.933,0.195,0.333,0.233,0.334,2006,0.182,0.21
"1017",0.767,0.22,0.333,0.233,0.337,2009,0.455,0.234
"1307",0.933,0.195,0.333,0.233,0.334,2006,0.727,0.21
"1312",0.95,0.177,0.333,0.233,0.358,2007,0,0.194
"144",0.817,0.22,0.333,0.235,0.407,2009,0.455,0.233
"453",0.783,0.268,0.417,0.235,0.298,2007,0.545,0.201
"95",0.783,0.274,0.417,0.236,0.482,2007,0.364,0.199
"101",0.85,0.24,0.333,0.236,0.339,2010,0.091,0.253
"221",0.933,0.219,0.25,0.236,0.476,2006,0.273,0.233
"245",0.867,0.335,0.5,0.236,0.327,2010,0.364,0.239
"276",0.95,0.229,0.25,0.236,0.474,2009,0.818,0.19
"303",0.867,0.227,0.333,0.236,0.594,2006,0,0.241
"606",0.667,0.311,0.417,0.236,0.343,2009,0.818,0.212
"1112",0.433,0.307,0.5,0.236,0.341,2008,0.727,0.213
"421",0.8,0.19,0.5,0.238,0.553,2008,0.909,0.206
"651",0.95,0.251,0.417,0.238,0.396,2008,0.364,0.188
"1000",0.933,0.165,0.333,0.238,0.446,2010,0.091,0.181
"334",0.9,0.193,0.333,0.239,0.341,2008,0.545,0.209
"1316",0.317,0.335,0.583,0.239,0.406,2008,0.455,0.239
"1415",0.833,0.285,0.5,0.239,0.261,2008,0.455,0.206
"29",0.783,0.239,0.333,0.24,0.225,2006,1,0.241
"257",0.883,0.263,0.417,0.24,0.475,2008,0.364,0.198
"283",0.967,0.185,0.333,0.24,0.441,2009,0.273,0.201
"686",0.567,0.331,0.333,0.24,0.407,2007,0.727,0.258
"925",0.5,0.255,0.417,0.24,0.432,2006,0.364,0.266
"1",0.883,0.259,0.5,0.241,0.386,2008,0.091,0.195
"508",0.983,0.167,0.167,0.241,0.477,2009,0.727,0.184
"477",0.8,0.218,0.417,0.242,0.358,2008,0.273,0.231
"632",0.933,0.23,0.333,0.242,0.442,2007,0.636,0.243
"1318",0.95,0.192,0.25,0.242,0.329,2007,0.273,0.208
"217",0.9,0.208,0.5,0.243,0.341,2008,0.273,0.222
"445",0.75,0.297,0.5,0.243,0.348,2008,0.545,0.218
"454",0.967,0.237,0.333,0.243,0.477,2009,0.455,0.177
"547",0,0.245,0.333,0.243,0.31,2007,0.364,0.207
"1457",0.633,0.328,0.417,0.243,0.353,2010,0.091,0.287
"177",0.65,0.325,0.5,0.245,0.367,2007,0.727,0.252
"519",0.8,0.275,0.417,0.245,0.385,2007,0.364,0.198
"436",0.767,0.25,0.333,0.246,0.388,2009,0.273,0.186
"471",0.583,0.22,0.167,0.246,0.372,2010,0.455,0.233
"757",0.95,0.27,0.417,0.246,0.408,2009,0.273,0.201
"705",0.917,0.217,0.417,0.247,0.427,2010,0.364,0.23
"847",0.717,0.271,0.417,0.247,0.3,2009,0.545,0.191
"1122",0.933,0.229,0.417,0.247,0.551,2006,0.545,0.243
"1204",0.85,0.244,0.333,0.247,0.318,2009,0.818,0.256
"383",0.933,0.276,0.5,0.248,0.451,2007,0.273,0.21
"543",0.817,0.254,0.417,0.248,0.411,2009,0.455,0.262
"1020",0.917,0.221,0.333,0.248,0.31,2006,0.273,0.222
"1061",0.85,0.189,0.333,0.248,0.41,2010,0.273,0.205
"97",0.817,0.236,0.333,0.249,0.333,2006,0.636,0.249
"329",0.733,0.339,0.667,0.249,0.311,2009,0.545,0.232
"338",0.883,0.226,0.417,0.249,0.375,2008,1,0.24
"568",0.9,0.226,0.417,0.249,0.375,2010,0.182,0.238
