"","YearRemodAdd","GrLivArea","TotRmsAbvGrd","SalePrice","GarageArea","YrSold","MoSold","TotalSF"
"942",0.817,0.325,0.5,0.249,0.275,2009,0.455,0.238
"1227",0.95,0.301,0.583,0.249,0.471,2008,0,0.218
"172",0.167,0.249,0.417,0.25,0.372,2010,0.364,0.21
"392",0.867,0.307,0.417,0.25,0.395,2009,0.455,0.213
"422",0.833,0.239,0.5,0.25,0.373,2009,0.455,0.251
"507",0.733,0.297,0.5,0.25,0.332,2006,0.727,0.206
"763",0.983,0.229,0.417,0.25,0.433,2010,0.455,0.172
"852",0.883,0.211,0.417,0.25,0.282,2006,0.364,0.21
"965",0.883,0.294,0.5,0.25,0.36,2010,0.091,0.208
"1129",0.917,0.306,0.5,0.25,0.306,2007,0.545,0.217
"1349",0.8,0.219,0.25,0.25,0.362,2007,0.636,0.231
"1410",0.683,0.331,0.417,0.25,0.382,2008,0.909,0.223
"1366",0.833,0.252,0.417,0.251,0.468,2010,0,0.189
"235",0.867,0.306,0.5,0.252,0.31,2010,0.364,0.218
"114",0.05,0.363,0.417,0.253,0.317,2007,0.818,0.327
"753",0.783,0.219,0.333,0.253,0.406,2006,0.545,0.231
"769",0.917,0.283,0.5,0.253,0.341,2006,0.818,0.294
"599",0.45,0.247,0.417,0.254,0.438,2006,0.182,0.24
"1156",0.9,0.208,0.333,0.254,0.372,2007,0.545,0.222
"65",0.8,0.32,0.5,0.256,0.455,2009,0.091,0.241
"375",0.9,0.3,0.5,0.256,0.306,2007,0.545,0.214
"1076",0.567,0.265,0.333,0.256,0.169,2007,0.545,0.193
"1197",0.933,0.288,0.583,0.256,0.465,2006,0.909,0.211
"134",0.867,0.181,0.333,0.257,0.332,2009,0.455,0.195
"163",0.917,0.227,0.417,0.257,0.375,2010,0.364,0.241
"258",0.933,0.239,0.5,0.257,0.465,2009,0.182,0.252
"603",0.7,0.298,0.5,0.257,0.357,2006,0.091,0.218
"1060",0,0.312,0.417,0.257,0.305,2007,0.182,0.22
"605",0.867,0.219,0.333,0.258,0.374,2008,0.727,0.232
"685",0.8,0.284,0.417,0.258,0.343,2010,0.455,0.236
"777",0.933,0.241,0.417,0.259,0.61,2006,0.545,0.253
"413",0.983,0.216,0.417,0.26,0.341,2010,0.455,0.229
"727",0.95,0.254,0.25,0.26,0.381,2009,1,0.195
"930",0.783,0.358,0.5,0.26,0.453,2006,0.909,0.251
"148",0.85,0.32,0.5,0.261,0.306,2010,0.364,0.226
"733",0.817,0.32,0.5,0.261,0.382,2008,0.545,0.25
"1420",0.317,0.284,0.417,0.261,0.381,2006,1,0.294
"3",0.867,0.274,0.333,0.262,0.429,2008,0.727,0.208
"808",0.9,0.234,0.333,0.262,0.372,2009,0.364,0.225
"573",0.983,0.256,0.333,0.263,0.458,2009,0.545,0.193
"820",1,0.193,0.333,0.263,0.341,2010,0.455,0.209
"1162",0.933,0.246,0.417,0.263,0.652,2008,0.909,0.228
"70",0.05,0.368,0.417,0.264,0.47,2006,0.545,0.285
"307",0.683,0.36,0.5,0.264,0.526,2007,0.455,0.228
"608",0.867,0.315,0.5,0.264,0.162,2006,0.636,0.225
"794",0.95,0.219,0.417,0.264,0.334,2007,0.455,0.233
"816",0.8,0.25,0.333,0.264,0.422,2010,0.364,0.261
"823",0.883,0.264,0.417,0.264,0.305,2007,0.818,0.197
"1241",0.883,0.27,0.5,0.264,0.383,2008,0.545,0.203
"1301",0.817,0.311,0.583,0.264,0.346,2009,0.364,0.23
"68",0.883,0.216,0.417,0.265,0.394,2007,0.455,0.228
"131",0.267,0.343,0.5,0.265,0.343,2006,0.364,0.241
"642",0.85,0.3,0.417,0.265,0.458,2007,0.364,0.232
"502",0.917,0.27,0.417,0.266,0.425,2008,0.091,0.201
"1016",0.85,0.251,0.333,0.267,0.372,2009,0.909,0.188
"1281",0.867,0.233,0.333,0.267,0.384,2009,0.182,0.246
"1331",0.933,0.236,0.417,0.267,0.582,2007,1,0.249
"170",0.517,0.259,0.333,0.268,0.36,2006,0,0.268
"415",0.717,0.332,0.583,0.268,0.478,2008,1,0.249
"687",0.95,0.269,0.417,0.268,0.408,2007,0.636,0.202
"806",0.967,0.206,0.333,0.268,0.391,2008,0.545,0.22
"281",0.65,0.31,0.417,0.269,0.406,2007,0,0.215
"336",0.25,0.274,0.417,0.269,0.373,2008,0.636,0.258
"1343",0.867,0.346,0.417,0.269,0.456,2007,0.636,0.273
"546",0.633,0.348,0.583,0.27,0.554,2006,0.091,0.267
"1218",0.983,0.185,0.333,0.27,0.389,2009,0.727,0.2
"23",0.867,0.275,0.417,0.271,0.377,2008,0.727,0.284
"139",0.833,0.286,0.417,0.271,0.465,2008,1,0.221
"256",0.817,0.369,0.5,0.271,0.303,2006,0.091,0.257
"1034",0.867,0.249,0.333,0.271,0.635,2006,0.091,0.26
"1153",0.9,0.278,0.333,0.271,0.331,2006,0.545,0.223
"1158",0.967,0.185,0.333,0.271,0.441,2009,0.545,0.201
"1245",0,0.223,0.417,0.271,0.282,2006,0.455,0.173
"1411",0.85,0.284,0.333,0.271,0.439,2009,0.455,0.215
"666",0.833,0.302,0.417,0.272,0.355,2006,0.909,0.263
"140",0.783,0.269,0.417,0.273,0.331,2009,0.636,0.207
"259",0.85,0.275,0.417,0.273,0.398,2008,0.364,0.212
"1003",0.933,0.234,0.417,0.274,0.581,2008,0.545,0.246
"1304",0.917,0.242,0.417,0.274,0.588,2006,0.273,0.254
"1370",0.883,0.251,0.5,0.274,0.354,2010,0.364,0.262
"291",0.933,0.299,0.5,0.275,0.483,2006,0.545,0.233
"788",0.9,0.33,0.5,0.275,0.436,2010,0,0.237
"825",0.933,0.218,0.417,0.275,0.547,2006,0.455,0.232
"1166",0.983,0.22,0.417,0.275,0.454,2009,0.727,0.234
"520",0.9,0.329,0.583,0.276,0.199,2009,0.455,0.265
"560",0.9,0.23,0.417,0.276,0.296,2006,0.818,0.227
"154",0.417,0.173,0.167,0.278,0.398,2008,0.182,0.221
"198",0.667,0.523,0.5,0.278,0.561,2006,0.182,0.328
"252",0.95,0.243,0.25,0.278,0.379,2007,1,0.251
"294",0.733,0.363,0.583,0.278,0.38,2006,0.182,0.239
"1159",0.967,0.235,0.417,0.278,0.585,2008,0.455,0.248
"1169",0.6,0.334,0.417,0.278,0.381,2008,0.545,0.254
"1355",0.833,0.288,0.417,0.278,0.592,2008,0.455,0.221
"1391",0.833,0.224,0.333,0.278,0.382,2006,0.727,0.238
"747",0.833,0.362,0.5,0.279,0.391,2009,0.273,0.252
"870",0.733,0.304,0.5,0.279,0.405,2010,0.455,0.233
"731",0.767,0.242,0.25,0.28,0.429,2010,0.182,0.252
"929",0.85,0.274,0.417,0.28,0.368,2009,0.455,0.281
"833",0.883,0.282,0.417,0.281,0.432,2010,0,0.213
"1279",0.867,0.32,0.417,0.281,0.407,2008,0.182,0.247
"1382",0.333,0.336,0.417,0.281,0.388,2008,0.364,0.262
"919",0.683,0.338,0.5,0.282,0.587,2007,0.909,0.254
"173",0.617,0.27,0.25,0.283,0.355,2006,0.455,0.219
"298",0.8,0.304,0.417,0.283,0.406,2007,0.455,0.227
"418",0,0.431,0.667,0.283,0.609,2007,0.909,0.321
"964",0.95,0.276,0.417,0.283,0.495,2009,0.364,0.286
"1175",0,0.379,0.583,0.283,0.254,2006,0.545,0.26
"1376",0.95,0.233,0.417,0.283,0.509,2007,1,0.246
"47",0.883,0.342,0.333,0.284,0.472,2009,0.636,0.285
"1134",0.75,0.318,0.5,0.284,0.329,2009,0.455,0.246
"385",0.7,0.305,0.583,0.285,0.353,2007,0.455,0.28
"622",0.783,0.43,0.583,0.285,0.44,2008,0.455,0.333
"738",0.917,0.276,0.5,0.285,0.564,2006,0.455,0.207
"849",0.783,0.381,0.667,0.285,0.254,2008,0.727,0.257
"904",0.933,0.252,0.417,0.285,0.487,2006,0.636,0.263
"939",0.933,0.307,0.417,0.285,0.612,2006,0.636,0.264
"1009",0.917,0.259,0.417,0.285,0.388,2009,0.273,0.27
"1448",0.767,0.331,0.5,0.285,0.392,2007,1,0.261
"400",0.95,0.229,0.417,0.286,0.309,2009,0.818,0.202
"246",0.633,0.29,0.333,0.287,0.426,2006,0.455,0.296
"272",0.917,0.194,0.25,0.287,0.31,2008,0.273,0.211
"325",0.95,0.498,0.75,0.288,0.398,2010,0.455,0.294
"935",0.95,0.327,0.583,0.288,0.356,2008,0.909,0.203
"176",0.85,0.344,0.417,0.289,0.406,2007,0.455,0.265
"71",0.383,0.356,0.5,0.29,0.364,2007,0.091,0.36
"132",0.833,0.324,0.417,0.29,0.275,2009,0.545,0.238
"1251",0.3,0.335,0.5,0.29,0.368,2010,0.273,0.34
"284",0.983,0.214,0.333,0.291,0.633,2009,1,0.228
"940",0,0.39,0.667,0.291,0.246,2010,0.455,0.272
"83",0.95,0.232,0.333,0.292,0.535,2008,0.818,0.245
"401",0.767,0.18,0.167,0.292,0.353,2008,1,0.194
"1167",0.967,0.256,0.417,0.292,0.547,2010,0.091,0.267
"1395",0.933,0.22,0.333,0.294,0.457,2006,0.818,0.221
"542",0.833,0.368,0.5,0.296,0.457,2007,0.455,0.256
"1058",0.733,0.286,0.417,0.296,0.329,2009,0,0.218
"1242",0.95,0.255,0.417,0.296,0.673,2007,0.455,0.267
"867",0.95,0.247,0.333,0.297,0.614,2007,0.909,0.258
"48",0.933,0.249,0.417,0.298,0.583,2007,0.545,0.261
"5",0.833,0.351,0.583,0.299,0.59,2008,1,0.264
"106",0.9,0.312,0.583,0.299,0.457,2008,0.636,0.237
"469",0.933,0.245,0.417,0.299,0.611,2007,0.364,0.256
"860",0.567,0.437,0.583,0.299,0.437,2006,0.636,0.295
"908",0.617,0.325,0.333,0.299,0.127,2006,0.455,0.24
"1181",0.683,0.411,0.5,0.299,0.489,2006,0.273,0.297
"1375",0.917,0.306,0.583,0.299,0.66,2008,0.545,0.232
"1387",0.467,0.462,0.833,0.299,0.398,2006,0.545,0.336
"475",0.833,0.248,0.333,0.3,0.352,2007,0.636,0.246
"865",0.967,0.196,0.333,0.3,0.373,2008,0.364,0.211
"1088",0.933,0.305,0.583,0.301,0.736,2009,0.364,0.237
"213",0.983,0.286,0.417,0.302,0.454,2009,0.545,0.212
"582",0.983,0.322,0.5,0.303,0.98,2009,0.636,0.328
"938",0.917,0.308,0.5,0.303,0.486,2009,0.091,0.241
"708",0.933,0.187,0.333,0.304,0.388,2009,1,0.203
"159",0.917,0.304,0.5,0.306,0.478,2010,0.364,0.228
"553",0.933,0.261,0.417,0.306,0.64,2009,0.545,0.271
"907",0.933,0.245,0.5,0.306,0.61,2007,0.455,0.256
"1055",0.867,0.312,0.417,0.306,0.413,2006,0.909,0.238
"26",0.95,0.239,0.417,0.307,0.628,2009,0.545,0.248
"458",0.733,0.25,0.333,0.307,0.373,2008,0.182,0.236
"984",0.867,0.369,0.583,0.307,0.549,2008,0.364,0.27
"1329",0,0.463,0.5,0.307,0.367,2008,0.455,0.348
"1414",0.933,0.284,0.417,0.308,0.437,2009,0.727,0.294
"674",0.9,0.284,0.417,0.309,0.293,2007,0.455,0.261
"404",0.8,0.363,0.667,0.31,0.296,2006,0.545,0.269
"1128",0.9,0.225,0.417,0.311,0.444,2007,0.909,0.239
"115",0.867,0.374,0.583,0.312,0.127,2007,0.545,0.264
"86",0.7,0.392,0.583,0.313,0.326,2006,0.273,0.295
"142",0.917,0.264,0.417,0.313,0.465,2006,0,0.274
"317",0.5,0.38,0.667,0.313,0.341,2009,0.636,0.251
"319",0.717,0.436,0.583,0.313,0.463,2009,0.273,0.32
"749",0.767,0.261,0.417,0.313,0.372,2010,0.182,0.272
"1271",0.483,0.224,0.167,0.313,0.413,2010,0.273,0.221
"1362",0.917,0.225,0.417,0.313,0.303,2009,0.455,0.239
"613",0.85,0.29,0.417,0.315,0.374,2009,0.909,0.248
"1188",0.75,0.243,0.25,0.315,0.534,2006,0.545,0.255
"241",0.967,0.232,0.417,0.316,0.529,2010,0.273,0.245
"1044",0.667,0.376,0.667,0.316,0.362,2008,0.364,0.304
"1347",0.883,0.343,0.583,0.316,0.358,2006,0.455,0.297
"461",0.983,0.302,0.5,0.317,0.389,2009,1,0.213
"550",0.9,0.332,0.5,0.317,0.434,2009,0.909,0.234
"766",0.967,0.221,0.333,0.318,0.417,2008,0.636,0.234
"640",0.933,0.232,0.417,0.319,0.457,2006,0.818,0.241
"518",0.783,0.379,0.417,0.32,0.627,2009,0.545,0.287
"271",0.933,0.302,0.5,0.321,0.743,2006,0.636,0.236
"344",0.917,0.254,0.333,0.321,0.398,2008,0.545,0.266
"748",0.883,0.434,0.5,0.321,0.609,2009,0.364,0.311
"1240",0.933,0.217,0.333,0.321,0.333,2007,1,0.23
"302",0.817,0.399,0.583,0.322,0.482,2007,0.364,0.276
"1458",0.933,0.378,0.583,0.322,0.178,2010,0.364,0.277
"565",0.833,0.369,0.583,0.324,0.416,2006,0.545,0.268
"889",0.333,0.355,0.5,0.324,0.438,2007,0.818,0.359
"158",1,0.308,0.5,0.326,0.48,2010,0.364,0.211
"318",0.933,0.306,0.5,0.326,0.723,2007,1,0.238
"765",0.767,0.219,0.333,0.326,0.339,2006,0.273,0.232
"793",0.783,0.316,0.5,0.326,0.321,2007,0.455,0.245
"948",0.883,0.244,0.583,0.326,0.57,2007,0.909,0.255
"818",0.867,0.255,0.417,0.328,0.604,2008,0.545,0.256
"1427",0.733,0.338,0.25,0.328,0.37,2008,0.636,0.264
"540",0.867,0.239,0.333,0.329,0.472,2010,0.364,0.249
"962",0.75,0.478,0.75,0.329,0.437,2008,0.545,0.339
"1206",0.683,0.351,0.417,0.329,0.494,2009,0.455,0.352
"641",0.9,0.223,0.333,0.332,0.415,2008,0.273,0.237
"1373",0.8,0.332,0.5,0.332,0.411,2006,0.455,0.251
"200",0.917,0.26,0.417,0.333,0.604,2009,0,0.271
"427",0.65,0.247,0.25,0.333,0.401,2009,0.636,0.248
"601",0.917,0.296,0.5,0.333,0.519,2006,0.455,0.23
"721",0.583,0.265,0.25,0.333,0.398,2006,1,0.276
"1108",0.933,0.318,0.583,0.333,0.298,2006,0.727,0.224
"1319",0.867,0.274,0.417,0.333,0.528,2006,0.636,0.281
"1406",0.917,0.247,0.25,0.333,0.34,2008,0,0.255
"1424",0.267,0.352,0.5,0.333,0.305,2006,0.636,0.225
"754",0.917,0.332,0.5,0.334,0.619,2006,0.182,0.245
"262",0.95,0.422,0.667,0.335,0.612,2007,0.909,0.326
"209",0.65,0.326,0.417,0.336,0.32,2007,0.273,0.253
"250",0.933,0.341,0.417,0.336,0.274,2007,0.455,0.285
"35",0.917,0.231,0.333,0.337,0.392,2007,0.636,0.244
"1045",0.517,0.413,0.583,0.338,0.382,2009,0.545,0.413
"1289",0.833,0.25,0.25,0.338,0.352,2009,0.818,0.248
"14",0.95,0.219,0.417,0.34,0.592,2007,0.636,0.232
"360",0.8,0.3,0.417,0.34,0.417,2006,0.455,0.234
"409",0.933,0.346,0.583,0.34,0.668,2007,0.636,0.254
"452",0.417,0.226,0.25,0.34,0.406,2006,1,0.239
"1110",0.917,0.283,0.417,0.34,0.608,2009,0.182,0.292
"1290",0.933,0.308,0.5,0.342,0.531,2006,0.818,0.238
"1396",0.933,0.405,0.583,0.342,0.453,2007,0.091,0.284
"1404",0.95,0.213,0.333,0.344,0.532,2007,0.636,0.229
"1348",0.95,0.272,0.417,0.345,0.502,2007,0.364,0.278
"333",0.9,0.244,0.417,0.346,0.621,2009,0.818,0.394
"555",0.9,0.323,0.5,0.346,0.614,2008,0.636,0.237
"684",0.867,0.251,0.417,0.347,0.495,2007,0.545,0.259
"927",0.9,0.384,0.667,0.347,0.463,2007,0.364,0.282
"1176",0.833,0.478,0.583,0.347,0.382,2007,0.273,0.37
"190",0.867,0.237,0.25,0.349,0.481,2008,0.636,0.25
"1025",0.433,0.483,0.667,0.35,0.469,2008,0.364,0.362
"1038",0.867,0.363,0.417,0.35,0.638,2008,0.727,0.261
"1452",0.983,0.234,0.417,0.35,0.592,2009,0.364,0.247
"504",0.783,0.276,0.333,0.353,0.341,2010,0.182,0.26
"227",0.75,0.412,0.583,0.354,0.508,2007,0.455,0.297
"273",0.95,0.365,0.583,0.354,0.473,2010,0.273,0.27
"760",0.75,0.414,0.583,0.354,0.53,2007,0.909,0.308
"1210",0.933,0.25,0.5,0.354,0.353,2006,0.364,0.262
"1303",0.733,0.413,0.5,0.354,0.595,2006,1,0.294
"1028",0.967,0.247,0.417,0.359,0.564,2008,0.273,0.258
"1254",0.883,0.345,0.583,0.36,0.365,2007,0.545,0.265
"305",0.867,0.595,0.667,0.361,0.614,2008,0.364,0.405
"1317",0.967,0.244,0.5,0.362,0.606,2009,0,0.256
"479",0.967,0.261,0.417,0.364,0.583,2009,0.727,0.271
"746",0.767,0.449,0.75,0.368,0.586,2008,0.545,0.309
"323",0.617,0.451,0.5,0.37,0.406,2007,0.636,0.341
"1257",0.733,0.311,0.417,0.37,0.487,2008,0.636,0.319
"707",0.867,0.281,0.25,0.371,0.521,2007,0.455,0.274
"1313",0.667,0.466,0.583,0.371,0.529,2007,0.455,0.344
"876",0.95,0.429,0.75,0.373,0.388,2007,0.636,0.303
"620",0.883,0.363,0.667,0.375,0.528,2008,0.636,0.299
"28",0.967,0.258,0.417,0.376,0.544,2010,0.364,0.269
"306",0.917,0.314,0.5,0.376,0.626,2007,0.545,0.321
"7",0.917,0.256,0.417,0.378,0.449,2007,0.636,0.267
"36",0.917,0.399,0.583,0.381,0.487,2006,0.727,0.283
"1033",0.717,0.412,0.667,0.382,0.561,2006,0.909,0.309
"1443",0.967,0.315,0.667,0.382,0.573,2009,0.273,0.236
"219",0.933,0.305,0.5,0.384,0.304,2008,0.364,0.212
"197",0.95,0.262,0.5,0.385,0.554,2007,0.727,0.273
"611",0.833,0.343,0.5,0.386,0.519,2009,0.364,0.285
"701",0.867,0.276,0.417,0.386,0.539,2006,0.364,0.286
"191",0.733,0.451,0.667,0.389,0.31,2007,1,0.284
"424",0.8,0.433,0.5,0.389,0.491,2008,0.455,0.33
"541",0.933,0.283,0.5,0.389,0.539,2009,0.182,0.293
"619",0.95,0.281,0.583,0.389,0.546,2007,0.545,0.29
"1360",0.917,0.31,0.5,0.389,0.543,2006,0.727,0.318
"525",0.783,0.389,0.5,0.39,0.588,2007,0.636,0.302
"1037",0.967,0.242,0.333,0.39,0.643,2009,0.727,0.255
"569",0.983,0.339,0.25,0.391,0.432,2009,0.727,0.288
"66",0.917,0.403,0.583,0.392,0.601,2007,0.818,0.287
"239",0.95,0.256,0.417,0.393,0.577,2007,1,0.267
"351",0.95,0.289,0.333,0.393,0.435,2007,1,0.298
"1116",0.95,0.264,0.417,0.393,0.654,2007,0.909,0.274
"596",0.933,0.281,0.417,0.395,0.535,2006,0.636,0.29
"46",0.917,0.267,0.333,0.396,0.406,2010,0.091,0.278
"119",0.667,0.544,0.75,0.396,0.419,2010,0.364,0.399
"160",0.933,0.401,0.583,0.396,0.406,2006,0.182,0.308
"725",0.967,0.257,0.5,0.396,0.542,2009,0.091,0.268
"933",0.933,0.296,0.5,0.396,0.556,2007,0.182,0.304
"327",0.717,0.261,0.333,0.401,0.334,2008,0.364,0.272
"21",0.933,0.385,0.583,0.403,0.602,2006,0.909,0.28
"567",0.95,0.409,0.75,0.403,0.463,2008,0.455,0.288
"584",0.833,0.46,0.583,0.403,0.621,2008,0.545,0.322
"1106",0.75,0.431,0.583,0.403,0.502,2010,0.273,0.329
"1306",0.95,0.248,0.333,0.403,0.592,2009,0.909,0.26
"168",0.95,0.344,0.5,0.404,0.556,2007,0.909,0.299
"481",0.917,0.286,0.5,0.404,0.544,2006,0.182,0.293
"1066",0.783,0.363,0.417,0.407,0.376,2010,0.273,0.283
"886",0.833,0.259,0.25,0.408,0.357,2008,0,0.269
"1314",0.817,0.427,0.667,0.414,0.549,2010,0.364,0.32
"693",0.667,0.412,0.583,0.417,0.443,2006,0.273,0.297
"1059",0.967,0.349,0.667,0.417,0.59,2009,0.545,0.259
"1311",0.867,0.295,0.417,0.417,0.4,2010,0.364,0.304
"982",0.817,0.429,0.5,0.418,0.477,2009,0.545,0.307
"764",0.817,0.383,0.5,0.42,0.604,2009,0.545,0.288
"995",0.95,0.261,0.417,0.42,0.554,2009,0.545,0.27
"410",0.967,0.329,0.5,0.423,0.59,2008,0.273,0.243
"378",0.917,0.402,0.5,0.424,0.43,2007,1,0.325
"1418",0.8,0.399,0.417,0.424,0.754,2009,0.364,0.298
"719",0.733,0.393,0.583,0.425,0.693,2008,0.636,0.297
"321",0.933,0.426,0.583,0.427,0.592,2006,0.727,0.307
"12",0.933,0.375,0.75,0.431,0.519,2006,0.545,0.277
"643",0.75,0.446,0.583,0.431,0.379,2009,0.545,0.379
"991",0.8,0.388,0.417,0.435,0.614,2006,0.455,0.303
"655",0.75,0.335,0.417,0.438,0.592,2008,0.636,0.341
"878",0.917,0.356,0.667,0.438,0.52,2009,0.455,0.294
"322",0.9,0.402,0.667,0.443,0.615,2007,0.455,0.286
"609",0.8,0.539,0.667,0.45,0.268,2007,0.727,0.335
"310",0.9,0.303,0.5,0.451,0.499,2006,0.909,0.307
"703",0.933,0.422,0.667,0.454,0.47,2006,0.545,0.304
"1229",0.967,0.258,0.417,0.462,0.742,2008,0.818,0.269
"586",0.933,0.319,0.417,0.465,0.621,2006,0.182,0.312
"645",0.983,0.27,0.417,0.467,0.337,2009,0.818,0.28
"152",0.967,0.259,0.333,0.469,0.611,2008,0,0.27
"679",0.967,0.323,0.417,0.469,0.588,2009,0.545,0.329
"482",0.9,0.275,0.333,0.471,0.616,2006,0.636,0.285
"314",0.25,0.321,0.5,0.472,0.362,2009,0.455,0.336
"337",0.933,0.299,0.5,0.476,0.477,2007,0.545,0.307
"1389",0.95,0.266,0.417,0.476,0.535,2009,0.818,0.277
"1268",0.983,0.317,0.667,0.477,0.526,2010,0.364,0.323
"478",0.933,0.435,0.583,0.479,0.489,2007,0.182,0.391
"1269",0.783,0.586,0.75,0.481,0.715,2008,0.364,0.336
"113",0.95,0.445,0.667,0.485,0.559,2007,0.818,0.318
"54",0.617,0.284,0.25,0.486,0.63,2006,0.909,0.293
"826",0.967,0.33,0.417,0.486,0.86,2008,0.455,0.335
"225",0.883,0.388,0.5,0.488,0.683,2009,0.455,0.39
"689",0.95,0.204,0.417,0.496,0.4,2007,0.818,0.219
"1182",0.967,0.248,0.25,0.497,0.34,2008,0.909,0.256
"379",1,0.287,0.5,0.499,0.588,2010,0.455,0.296
"775",0.933,0.309,0.583,0.5,0.631,2007,0.545,0.313
"988",1,0.303,0.5,0.5,0.427,2010,0.273,0.31
"1438",0.967,0.301,0.417,0.5,0.546,2008,0.909,0.309
"662",0.917,0.398,0.5,0.51,0.501,2009,0.545,0.328
"232",0.767,0.463,0.583,0.511,0.571,2009,0.545,0.343
"516",0.983,0.318,0.583,0.511,0.635,2009,0.727,0.323
"1354",0.767,0.547,0.583,0.521,0.47,2010,0.182,0.432
"162",0.9,0.44,0.667,0.524,0.512,2008,0.182,0.342
"279",0.95,0.337,0.5,0.528,0.516,2007,0.364,0.342
"665",0.933,0.332,0.5,0.539,0.8,2006,0,0.336
"1143",0.95,0.47,0.75,0.542,0.742,2007,0.273,0.347
"390",0.967,0.376,0.583,0.543,0.597,2008,0.636,0.322
"497",0.717,0.545,0.667,0.549,0.385,2007,0.364,0.534
"350",0.933,0.451,0.667,0.559,0.498,2006,0.273,0.372
"59",0.933,0.492,0.667,0.561,0.452,2006,0.818,0.352
"474",0.95,0.309,0.417,0.563,0.64,2007,0.545,0.317
"528",0.967,0.448,0.75,0.571,0.605,2008,0.909,0.336
"592",0.967,0.37,0.667,0.579,0.594,2009,0.455,0.323
"1244",0.933,0.328,0.417,0.597,0.599,2006,0.727,0.334
"1374",0.867,0.433,0.5,0.599,0.567,2007,0.182,0.432
"186",0.717,0.617,0.833,0.611,0.592,2006,0.455,0.334
"799",0.983,0.529,0.75,0.625,0.578,2009,0.545,0.414
"179",0.983,0.358,0.583,0.648,0.822,2009,0.545,0.36
"770",0.883,0.555,0.833,0.699,0.593,2010,0.455,0.402
"441",0.967,0.39,0.667,0.722,0.474,2009,0.273,0.452
"1047",0.933,0.477,0.75,0.724,0.505,2006,0.545,0.396
"804",0.983,0.469,0.833,0.761,0.719,2009,0,0.37
"899",1,0.382,0.75,0.801,0.578,2010,0.182,0.382
"1170",0.767,0.62,0.667,0.819,0.569,2006,0.545,0.457
"1183",0.767,0.78,0.667,0.986,0.573,2007,0.545,0.573
"692",0.75,0.75,0.667,1,0.587,2007,0,0.563
